sr_no,date,startup,industry,sub_vertical,city,investors,investment_type,amount_usd,amount_inr_crore,year,month
2381,2015-10-30,BeaconsTalk,proximity marketing & Mobile Advertising platform,Other,Mumbai,Puneet Bhatia & Others,Seed Funding,80000.0,0.67,2015,October
2382,2015-10-31,Jugnoo,Autorickshaw Aggregator & Booking platform,Other,Chandigarh,Paytm,Private Equity,10000000.0,84.0,2015,October
2383,2015-09-01,TOFlo,FinTech Startup Incubation platform,Other,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,0.84,2015,September
2384,2015-09-01,FXMartIndia,Payment Services platform,Other,Chandigarh,Flipkart,Private Equity,0.0,0.0,2015,September
2385,2015-09-01,Stylecracker,Personalized Styling platform,Other,Mumbai,Group Of Hni Investors,Private Equity,1000000.0,8.4,2015,September
2386,2015-09-01,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,Other,Gurugram,Reliance Capital,Private Equity,900000.0,7.56,2015,September
2387,2015-09-02,HolaChef,Food Delivery Platform,Other,Mumbai,Rata Tata,Private Equity,0.0,0.0,2015,September
2388,2015-09-02,Zivame,Online Lingerie Marketplace,Other,Bengaluru,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,336.0,2015,September
2389,2015-09-02,Capillary Tech,Cloud software solutions,Other,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,378.0,2015,September
2390,2015-09-03,Jobspire,Job Search Platform,Other,Bengaluru,Purvi Capital,Seed Funding,260000.0,2.18,2015,September
2391,2015-09-03,MeraDoctor,Doctor consultancy Mobile App,Other,Mumbai,India Quotient & Other Investors,Seed Funding,0.0,0.0,2015,September
2392,2015-09-03,Vistaar Finance,Small Business Financing (NBFC),Other,Bengaluru,"Westbridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\Xc2\\Xa0 Lok Capital",Private Equity,40000000.0,336.0,2015,September
2393,2015-09-03,HiJinny,Beauty & Wellness Services Marketplace,Other,Mumbai,Cmyk Health Boutique Pvt Ltd & Other Individual Investors,Seed Funding,0.0,0.0,2015,September
2394,2015-09-04,Clapsnslaps,Online Movie Review Platform,Other,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,1.26,2015,September
2395,2015-09-04,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Other,Mumbai,Ashish Jhalani,Seed Funding,100000.0,0.84,2015,September
2396,2015-09-04,RoomCentral,Cloud-based Hotel Booking Platform,Other,Bengaluru,Karanpal Singh,Seed Funding,2000000.0,16.8,2015,September
2397,2015-09-07,YouthKiAwaaz,Community Driven News/Views Platform,Other,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,5.04,2015,September
2398,2015-09-07,Prozo,Study Material Marketplace,Other,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & Others",Seed Funding,205000.0,1.72,2015,September
2399,2015-09-07,Zomato,Restaurant Ratings & Reviews platform,Other,Gurugram,"Temasek, Vy Capital",Private Equity,60000000.0,504.0,2015,September
2400,2015-09-07,Sahayog Dairy,Dairy Based Product Manufacturer,Other,Bhopal,Acumen Fund,Private Equity,1800000.0,15.12,2015,September
2401,2015-09-08,MockBank,Government Test Preparation platform,Other,Bengaluru,Blume Ventures,Seed Funding,400000.0,3.36,2015,September
2402,2015-09-08,ReportBee,Smart Report Cards for Schools,Other,Chennai,India Educational Investment Fund,Seed Funding,0.0,0.0,2015,September
2403,2015-09-08,GuruG Learning,Teacher empowerment platform,Other,Bengaluru,India Educational Investment Fund,Seed Funding,0.0,0.0,2015,September
2404,2015-09-10,OnlineTyari,Multilingual Test Preparation Platform,Other,Gurugram,"500 Startups, Tv Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,6.47,2015,September
2405,2015-09-10,IndustryBuying,Industrial Tools Marketplace,Other,New Delhi,"Kalaari Capital, Saif Partners, Beenextan Investment Fund",Private Equity,9200000.0,77.28,2015,September
2406,2015-09-10,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Other,Bengaluru,"Nanadan Nilekani, Inmobi, Paytm",Seed Funding,315000.0,2.65,2015,September
2407,2015-09-11,FitMeIn,Gym & Fitness Studios Subscription platform,Other,New Delhi,Green House Ventures,Seed Funding,100000.0,0.84,2015,September
2408,2015-09-11,Envoged,pre-used luxury item Marketplace,Other,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,0.0,0.0,2015,September
2409,2015-09-11,Zapyle,pre-used apparel shopping mobile app,Other,Bengaluru,Undisclosed,Seed Funding,1000000.0,8.4,2015,September
2410,2015-09-11,Renomania,Home Design & D\\xc3\\xa9cor platform,Other,New Delhi,Subodh Gupta,Seed Funding,0.0,0.0,2015,September
2411,2015-09-12,CredR,Used Vehicles Marketplace,Other,Mumbai,Eight Road Ventures,Private Equity,15000000.0,126.0,2015,September
2412,2015-09-12,YatraGenie,Online Bus & Cab ticketing platform,Other,Hyderabad,Ash Bhardwaj,Private Equity,0.0,0.0,2015,September
2413,2015-09-14,CanvasFlip,Mobile App testing platform,Other,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.0,10.08,2015,September
2414,2015-09-14,Shadowfax,Hyperlocal Delivery Services,Other,Gurugram,Eight Road Ventures,Private Equity,9000000.0,75.6,2015,September
2415,2015-09-14,UE Life Sciences,Early Cancer Detection Solutions,Other,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000.0,25.2,2015,September
2416,2015-09-14,Ola Cabs,Cab rental Mobile app,Other,Bengaluru,"Falcon Edge Capital, Ny Based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000.0,1890.0,2015,September
2417,2015-09-15,Coverfox,Online Insurance Distribution Platform,Other,Mumbai,Cataraman Ventures,Private Equity,2000000.0,16.8,2015,September
2418,2015-09-15,MoEngage,Mobile Marketing Automation Platform,Other,Bengaluru,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000.0,35.7,2015,September
2419,2015-09-15,Mubble,Prepaid Mobile Bill Manager App,Other,Bengaluru,Nandan Nilekani,Seed Funding,0.0,0.0,2015,September
2420,2015-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,Other,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & Others",Seed Funding,1000000.0,8.4,2015,September
2421,2015-09-15,Room on Call,Branded Budget Hotel Marketplace,Other,Noida,Payal Syal,Seed Funding,300000.0,2.52,2015,September
2422,2015-09-15,FYNE,Home Fitting & Fixtures Marketplace,Other,Bengaluru,Sandeep Dama & Others,Seed Funding,0.0,0.0,2015,September
2423,2015-09-16,ChaiPoint,Food Subscription platform,Other,Bengaluru,Eight Road Ventures,Private Equity,10000000.0,84.0,2015,September
2424,2015-09-16,WedmeGood.com,Wedding Planning Platform,Other,Gurugram,"Idg, Indian Angel Network",Seed Funding,410000.0,3.44,2015,September
2425,2015-09-16,XSTOK,B2B Mobile Auction Marketplace,Other,Mumbai,Oliphabs Capital,Seed Funding,450000.0,3.78,2015,September
2426,2015-09-17,UniLog,ECommerce Data Analytics Platform,Other,Bengaluru,Kalaari Capital,Private Equity,0.0,0.0,2015,September
2427,2015-09-17,Paintcollar,Designer Merchandize Marketplace,Other,Mumbai,Applyifi,Seed Funding,0.0,0.0,2015,September
2428,2015-09-17,YepMe,Private label Fashion eTailer,Other,Gurugram,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0,630.0,2015,September
2429,2015-09-17,Bueno,Online Food ordering & delivery,Other,Gurugram,High Networth Individuals,Seed Funding,600000.0,5.04,2015,September
2430,2015-09-18,Plabro,Real Estate Broker Platform App,Other,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0,2.94,2015,September
2431,2015-09-18,CureJoy,Online Health & Wellness platform,Other,Bengaluru,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0,9.66,2015,September
2432,2015-09-18,Briston Technomach,Internet of Things platform,Other,New Delhi,Undisclosed,Seed Funding,150000.0,1.26,2015,September
2433,2015-09-18,LabStreet,Diagnostic Labs aggregator platform,Other,Gurugram,Multiple Investors,Seed Funding,150000.0,1.26,2015,September
2434,2015-09-19,DailyNinja,Hyperlocal Delivery Platform,Other,Bengaluru,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,0.0,0.0,2015,September
2435,2015-09-21,Portea Medical,Home Medical Care Services,Other,Bengaluru,"Accel Partners, International Finance Corporation, Qualcomm Ventures, Ventureast",Private Equity,37500000.0,315.0,2015,September
2436,2015-09-21,Neotrade Analytics,Real-Time stock data platform,Other,Bengaluru,Rainmatter,Seed Funding,235000.0,1.97,2015,September
2437,2015-09-21,DishCo,Food discovery & table booking app,Other,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,0.0,0.0,2015,September
2438,2015-09-21,LafaLafa,coupons and cashback aggregator app,Other,Mumbai,500 Startups,Seed Funding,125000.0,1.05,2015,September
2439,2015-09-21,ConnectAbank,Financial Products lead generation platform,Other,Mumbai,Prakhar Bumb,Seed Funding,0.0,0.0,2015,September
2440,2015-09-22,VillFarm,Sustainable Agri-inputs Firm,Other,Bengaluru,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,0.0,0.0,2015,September
2441,2015-09-22,Bestdealfinance,Financial Services Portal,Other,Mumbai,"Kalaari Capital, Yournest Angel Fund",Private Equity,3000000.0,25.2,2015,September
2442,2015-09-22,GameXS.in,Pre-owned games Marketplace,Other,New Delhi,Lead Angels,Seed Funding,0.0,0.0,2015,September
2443,2015-09-22,The Man Company,Content-based Subscription eCommerce platform,Other,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,0.0,0.0,2015,September
2444,2015-09-22,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",Other,Bengaluru,Swarnim Multiventures,Private Equity,800000.0,6.72,2015,September
2445,2015-09-22,Furdo,Online Interior Designing platform,Other,Bengaluru,Bhavdeep Reddy,Seed Funding,400000.0,3.36,2015,September
2446,2015-09-22,LogiNext,End-to-end Logistics platform,Other,Mumbai,Paytm,Private Equity,10000000.0,84.0,2015,September
2447,2015-09-22,Korra,Private Label Apparel sales,Other,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,300000.0,2.52,2015,September
2448,2015-09-23,Credihealth,Healthcare Consulting platform,Other,Gurugram,Rajat Malhotra,Seed Funding,0.0,0.0,2015,September
2449,2015-09-23,Amigobulls,Stock Market Portal,Other,Bengaluru,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & Others",Seed Funding,0.0,0.0,2015,September
2450,2015-09-23,SilverPush,Cross-device retargeting platform,Other,Gurgaon / SFO,M&S Partners,Private Equity,1200000.0,10.08,2015,September
2451,2015-09-23,Juggernaut,Digital & Physical Publishing platform,Other,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,2250000.0,18.9,2015,September
2452,2015-09-23,InnerChef,Food Delivery Platform,Other,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & Others",Private Equity,1750000.0,14.7,2015,September
2453,2015-09-24,Quintype,Data Driven Publishing platform,Other,Bengaluru,Raghav Bahl,Private Equity,3300000.0,27.72,2015,September
2454,2015-09-24,Capabiliti,Employee OnBoarding & Orientation platform,Other,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,400000.0,3.36,2015,September
2455,2015-09-24,Fourth Partner Energy,Solar Power Solutions company,Other,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,2000000.0,16.8,2015,September
2456,2015-09-24,Licious,Online Meat Ordering platform,Other,Bengaluru,"Kanwaljit Singh, Tv Mohandas Pai",Seed Funding,1000000.0,8.4,2015,September
2457,2015-09-25,TravelKhana,online meal-booking platform for train travelers,Other,New Delhi,Astarc Ventures & Others,Seed Funding,0.0,0.0,2015,September
2458,2015-09-28,Quickli,hyperlocal delivery platform,Other,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,0.0,0.0,2015,September
2459,2015-09-28,Ola Cabs,Cab Booking app platform,Other,Bengaluru,Didi Kuaidi,Private Equity,30000000.0,252.0,2015,September
2460,2015-09-29,Paytm,E-Commerce & M-Commerce platform,Other,New Delhi,"Alibaba Group, Ant Financial",Private Equity,680000000.0,5712.0,2015,September
2461,2015-09-29,Inmobi,Mobile Advertising platform,Other,Bengaluru,Tennenbaum Capital Partners & Others,Private Equity,100000000.0,840.0,2015,September
2462,2015-09-29,Peppertap,Hyperlocal Grocery Delivery,Other,Gurugram,"Sequoia India, Saif Partners.",Private Equity,36000000.0,302.4,2015,September
2463,2015-09-29,Hugefly,Ecommerce Product recommendation platform,Other,Pune,Mayank Singhal And Others,Seed Funding,0.0,0.0,2015,September
2464,2015-09-29,Brigge,Activity Based Social Network,Other,Chennai,The Chennai Angels,Seed Funding,0.0,0.0,2015,September
2465,2015-09-29,Zakoopi,Fashion Discovery platform,Other,New Delhi,Unicorn Venture,Seed Funding,350000.0,2.94,2015,September
2466,2015-09-29,LoanCircle,Consumer lending marketplace,Other,Bengaluru,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,0.0,0.0,2015,September
2467,2015-09-30,Infoworks,Big Data Management Platform,Other,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures And Others",Private Equity,5000000.0,42.0,2015,September
2468,2015-09-30,RedDoorz,Budget Accommodation Platform,Other,Noida,Jungle Ventures,Seed Funding,1000000.0,8.4,2015,September
2469,2015-09-30,FirstTouch,Local Mobile OS,Other,Gurugram,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,0.0,0.0,2015,September
2470,2015-09-30,Eywa Media,Digital Signal processing platform,Other,Bengaluru,"Ah! Ventures, Viktor Koenig Pe Fund, Mantra Ventures",Seed Funding,1000000.0,8.4,2015,September
2471,2015-08-01,Snapdeal,Ecommerce Marketplace,Other,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000.0,4200.0,2015,August
2472,2015-08-01,Ressy,Restaurant Discount app,Other,Pune,Mohandas Pai & Others,Seed Funding,400000.0,3.36,2015,August
2473,2015-08-03,Cuelearn,Tech-enabled learning,Other,New Delhi,Alok Mittal,Seed Funding,0.0,0.0,2015,August
2474,2015-08-03,Connect India,ECommerce Logistics provider,Other,New Delhi,Aavishkaar,Private Equity,5000000.0,42.0,2015,August
2475,2015-08-03,The Home Salon,on-demand home beauty and wellness portal,Other,Mumbai,Venturenursery,Seed Funding,0.0,0.0,2015,August
2476,2015-08-03,Jusride,Self Driven Car rental,Other,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,0.0,0.0,2015,August
2477,2015-08-03,Oyorooms,Budget Hotel accommodation brand,Other,New Delhi,"Softbank Group, Greenoaks Capital, Sequoia Capital,\\Xc2\\Xa0 Lightspeed India",Private Equity,100000000.0,840.0,2015,August
2478,2015-08-03,Glowship,Energy & Environment Online Marketplace,Other,Bengaluru,Infuse Ventures,Seed Funding,0.0,0.0,2015,August
2479,2015-08-03,Wizrocket,User Engagment & Analytics platform,Other,Mumbai,"Sequoia Capital India, Accel Partners",Private Equity,9600000.0,80.64,2015,August
2480,2015-08-04,Pickingo,On-Demand Delivery Logistics,Other,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0,10.92,2015,August
2481,2015-08-05,Grex,fund raising platform for startups,Other,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,5.46,2015,August
2482,2015-08-05,LetsTransport,Logistics Tech Platform,Other,Bengaluru,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0,10.92,2015,August
2483,2015-08-05,Zo Rooms,Online budget hotel chain,Other,New Delhi,"Tiger Global Management, Lightspeed Venture Partners",Private Equity,30000000.0,252.0,2015,August
2484,2015-08-05,Doormint,Hyperlocal Handyman services,Other,Mumbai,"Helion Venture Partners, Kae Capital",Private Equity,3000000.0,25.2,2015,August
2485,2015-08-05,NightStay,hotel booking app,Other,Noida,"Bedrock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,4.2,2015,August
2486,2015-08-05,Zocalo,Rental Accomodation finder,Other,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,0.0,0.0,2015,August
2487,2015-08-05,Sunday Realty Solutions,Tech Platform for property brokers,Other,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,6.59,2015,August
2488,2015-08-06,Klozee,Luxury Apparel rental,Other,Bengaluru,Tracxn Labs,Seed Funding,0.0,0.0,2015,August
2489,2015-08-06,Appvigil,App security\\xc2\\xa0 testing platform,Other,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, Ripplewave",Seed Funding,500000.0,4.2,2015,August
2490,2015-08-06,practo,Doctor Appointment booking app,Other,Bengaluru,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,756.0,2015,August
2491,2015-08-06,LoudShout,anonymous bulletin board app,Other,New Delhi,"Sanjay Sethi, Ravi Jaipuria & Others",Seed Funding,0.0,0.0,2015,August
2492,2015-08-06,Wetravelsolo,Travel community platform,Other,New Delhi,"Ccube Angels, Frontline Strategy",Seed Funding,0.0,0.0,2015,August
2493,2015-08-06,Ketto,Crowd funding platform,Other,Mumbai,"Chennai Angels, Calcutta Angels, Ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, Letsventure",Seed Funding,700000.0,5.88,2015,August
2494,2015-08-06,Ezetap,Mobile based PoS solution,Other,Bengaluru,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,210.0,2015,August
2495,2015-08-06,NDTV ecommerce venture,Car & Bike ecommerce platform,Other,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,0.0,0.0,2015,August
2496,2015-08-07,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Other,Gurugram,Yourwecan Ventures,Seed Funding,630000.0,5.29,2015,August
2497,2015-08-07,EasyRewardz,Loyalty Programs & Reward Points,Other,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,4.2,2015,August
2498,2015-08-07,GIBSS,Energy saving solutions provider,Other,Mumbai,"Responsability Investments, Infuse Ventures",Private Equity,0.0,0.0,2015,August
2499,2015-08-07,StoreMore.in,Self-Storage Spaces,Other,Noida,Bedrock Ventures,Seed Funding,0.0,0.0,2015,August
2500,2015-08-07,iOrderFresh,Grocery retail Mobile app,Other,New Delhi,Best Foodworks,Seed Funding,0.0,0.0,2015,August
2501,2015-08-10,MyTaxiIndia,Taxi Rental platform,Other,Gurugram,"Nihon Kotsu,",Private Equity,500000.0,4.2,2015,August
2502,2015-08-10,eSadar,ecommerce,Other,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,0.67,2015,August
2503,2015-08-10,Actionable Analytics,Machine Learning Platform,Other,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,0.0,0.0,2015,August
2504,2015-08-10,MyPoolin,mobile social network,Other,New Delhi,Qprize From Qualcomm Ventures,Seed Funding,250000.0,2.1,2015,August
2505,2015-08-10,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,Other,New Delhi,Sequoia Capital,Private Equity,16000000.0,134.4,2015,August
2506,2015-08-10,Inkmonk,Online printing marketplace,Other,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others From Letsventure",Seed Funding,250000.0,2.1,2015,August
2507,2015-08-10,ToneTag,mobile payment software platform,Other,Bengaluru,Reliance Capital Venture,Private Equity,1000000.0,8.4,2015,August
2508,2015-08-10,Grey Orange,Automated Storage & Warehousing Solution,Other,Gurugram,Tiger Global Management,Private Equity,30000000.0,252.0,2015,August
2509,2015-08-11,Livspace,Home Design & D\\xc3\\xa9cor solutions,Other,Bengaluru,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,67.2,2015,August
2510,2015-08-11,WOW! MOMO,Quick Service Restaurant Chain,Other,Kolkata,"Idg, Indian Angel Network",Seed Funding,1600000.0,13.44,2015,August
2511,2015-08-11,RainCan,Subscription based Online Grocery platform,Other,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,0.84,2015,August
2512,2015-08-11,Allygrow Technologies,engineering services company,Other,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,168.0,2015,August
2513,2015-08-11,Infogain,Business and IT consulting,Other,New Delhi / US,Chryscapital,Private Equity,63000000.0,529.2,2015,August
2514,2015-08-12,OneAssist,Credit Card Fraud protection solutions,Other,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,63.0,2015,August
2515,2015-08-12,BigBasket,Online & mobile Grocery store,Other,Bengaluru,Bessemer Venture Partners,Private Equity,50000000.0,420.0,2015,August
2516,2015-08-12,Sheroes,Career Community for Women,Other,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,6.47,2015,August
2517,2015-08-12,Scripbox,Mutual Fund Investing platform,Other,Bengaluru,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,21.0,2015,August
2518,2015-08-13,etaout,Ecommerce Marketing Software Platform,Other,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\Xc2\\Xa0 Group Of Other Angel Investors",Seed Funding,500000.0,4.2,2015,August
2519,2015-08-13,IFMR Holdings,Financial Inclusion platform,Other,Chennai,"Accion, Leapfrog Investments, Lok Capital",Private Equity,25000000.0,210.0,2015,August
2520,2015-08-13,Massblurb,Digital Marketing automation solution,Other,Mumbai,"Letsventure, Mumbai Angels",Seed Funding,0.0,0.0,2015,August
